instant,date,season,year,month,hours,holiday,one_week,category_day,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,total_count,status,time_category
2762,2011-04-29,Summer,2011,Apr,23,0,Friday,Weekday,Misty,0.44,0.4394,54.0,0.0896,25,88,113,Rendah,Malam
2763,2011-04-30,Summer,2011,Apr,0,0,Saturday,Weekend,Misty,0.44,0.4394,54.0,0.2537,33,73,106,Rendah,Dini Hari
2764,2011-04-30,Summer,2011,Apr,1,0,Saturday,Weekend,Misty,0.44,0.4394,54.0,0.1642,15,59,74,Rendah,Dini Hari
2765,2011-04-30,Summer,2011,Apr,2,0,Saturday,Weekend,Misty,0.44,0.4394,54.0,0.2239,12,53,65,Rendah,Dini Hari
2766,2011-04-30,Summer,2011,Apr,3,0,Saturday,Weekend,Misty,0.42,0.4242,54.0,0.194,4,13,17,Rendah,Dini Hari
2767,2011-04-30,Summer,2011,Apr,4,0,Saturday,Weekend,Misty,0.42,0.4242,54.0,0.2239,2,5,7,Rendah,Dini Hari
2768,2011-04-30,Summer,2011,Apr,5,0,Saturday,Weekend,Clear,0.42,0.4242,54.0,0.3881,3,4,7,Rendah,Dini Hari
2769,2011-04-30,Summer,2011,Apr,6,0,Saturday,Weekend,Clear,0.4,0.4091,57.99999999999999,0.2836,10,11,21,Rendah,Pagi
2770,2011-04-30,Summer,2011,Apr,7,0,Saturday,Weekend,Clear,0.4,0.4091,54.0,0.3881,21,27,48,Rendah,Pagi
2771,2011-04-30,Summer,2011,Apr,8,0,Saturday,Weekend,Clear,0.4,0.4091,54.0,0.2985,21,70,91,Rendah,Pagi
2772,2011-04-30,Summer,2011,Apr,9,0,Saturday,Weekend,Clear,0.44,0.4394,51.0,0.3582,35,121,156,Rendah,Pagi
2773,2011-04-30,Summer,2011,Apr,10,0,Saturday,Weekend,Clear,0.48,0.4697,44.0,0.3881,94,185,279,Tinggi,Pagi
2774,2011-04-30,Summer,2011,Apr,11,0,Saturday,Weekend,Clear,0.5,0.4848,42.0,0.3582,120,201,321,Tinggi,Pagi
2775,2011-04-30,Summer,2011,Apr,12,0,Saturday,Weekend,Clear,0.52,0.5,42.0,0.3881,178,238,416,Tinggi,Siang
2776,2011-04-30,Summer,2011,Apr,13,0,Saturday,Weekend,Clear,0.54,0.5152,39.0,0.2985,185,270,455,Tinggi,Siang
2777,2011-04-30,Summer,2011,Apr,14,0,Saturday,Weekend,Clear,0.54,0.5152,39.0,0.2239,184,268,452,Tinggi,Siang
2778,2011-04-30,Summer,2011,Apr,15,0,Saturday,Weekend,Clear,0.56,0.5303,37.0,0.1343,217,282,499,Tinggi,Siang
2779,2011-04-30,Summer,2011,Apr,16,0,Saturday,Weekend,Clear,0.58,0.5455,37.0,0.194,191,273,464,Tinggi,Siang
2780,2011-04-30,Summer,2011,Apr,17,0,Saturday,Weekend,Clear,0.56,0.5303,43.0,0.1343,162,245,407,Tinggi,Siang
2781,2011-04-30,Summer,2011,Apr,18,0,Saturday,Weekend,Clear,0.54,0.5152,43.0,0.1343,134,237,371,Tinggi,Malam
2782,2011-04-30,Summer,2011,Apr,19,0,Saturday,Weekend,Clear,0.54,0.5152,43.0,0.1343,150,237,387,Tinggi,Malam
2783,2011-04-30,Summer,2011,Apr,20,0,Saturday,Weekend,Clear,0.44,0.4394,62.0,0.1343,65,159,224,Tinggi,Malam
2784,2011-04-30,Summer,2011,Apr,21,0,Saturday,Weekend,Clear,0.44,0.4394,62.0,0.1343,58,119,177,Rendah,Malam
2785,2011-04-30,Summer,2011,Apr,22,0,Saturday,Weekend,Clear,0.44,0.4394,67.0,0.1045,37,106,143,Rendah,Malam
2786,2011-04-30,Summer,2011,Apr,23,0,Saturday,Weekend,Clear,0.44,0.4394,67.0,0.1045,34,91,125,Rendah,Malam
2787,2011-05-01,Summer,2011,May,0,0,Sunday,Weekend,Clear,0.42,0.4242,67.0,0.0896,19,77,96,Rendah,Dini Hari
2788,2011-05-01,Summer,2011,May,1,0,Sunday,Weekend,Clear,0.42,0.4242,69.0,0.1045,9,50,59,Rendah,Dini Hari
2789,2011-05-01,Summer,2011,May,2,0,Sunday,Weekend,Clear,0.42,0.4242,77.0,0.1045,7,43,50,Rendah,Dini Hari
2790,2011-05-01,Summer,2011,May,3,0,Sunday,Weekend,Clear,0.4,0.4091,82.0,0.1045,8,15,23,Rendah,Dini Hari
2791,2011-05-01,Summer,2011,May,4,0,Sunday,Weekend,Clear,0.4,0.4091,76.0,0.1045,6,11,17,Rendah,Dini Hari
2792,2011-05-01,Summer,2011,May,5,0,Sunday,Weekend,Clear,0.4,0.4091,82.0,0.0896,0,10,10,Rendah,Dini Hari
2793,2011-05-01,Summer,2011,May,6,0,Sunday,Weekend,Misty,0.4,0.4091,82.0,0.0896,4,9,13,Rendah,Pagi
2794,2011-05-01,Summer,2011,May,7,0,Sunday,Weekend,Misty,0.42,0.4242,77.0,0.0896,7,26,33,Rendah,Pagi
2795,2011-05-01,Summer,2011,May,8,0,Sunday,Weekend,Misty,0.44,0.4394,77.0,0.1343,16,43,59,Rendah,Pagi
2796,2011-05-01,Summer,2011,May,9,0,Sunday,Weekend,Misty,0.46,0.4545,72.0,0.1343,45,96,141,Rendah,Pagi
2797,2011-05-01,Summer,2011,May,10,0,Sunday,Weekend,Misty,0.48,0.4697,63.0,0.194,109,155,264,Tinggi,Pagi
2798,2011-05-01,Summer,2011,May,11,0,Sunday,Weekend,Clear,0.46,0.4545,82.0,0.1045,109,141,250,Tinggi,Pagi
2799,2011-05-01,Summer,2011,May,12,0,Sunday,Weekend,Misty,0.48,0.4697,77.0,0.1045,109,172,281,Tinggi,Siang
2800,2011-05-01,Summer,2011,May,13,0,Sunday,Weekend,Misty,0.5,0.4848,63.0,0.1642,123,209,332,Tinggi,Siang
2801,2011-05-01,Summer,2011,May,14,0,Sunday,Weekend,Misty,0.5,0.4848,68.0,0.1045,85,153,238,Tinggi,Siang
2802,2011-05-01,Summer,2011,May,15,0,Sunday,Weekend,Misty,0.5,0.4848,72.0,0.0,113,153,266,Tinggi,Siang
2803,2011-05-01,Summer,2011,May,16,0,Sunday,Weekend,Misty,0.5,0.4848,72.0,0.194,75,139,214,Tinggi,Siang
2804,2011-05-01,Summer,2011,May,17,0,Sunday,Weekend,Misty,0.48,0.4697,82.0,0.2537,60,136,196,Tinggi,Siang
2805,2011-05-01,Summer,2011,May,18,0,Sunday,Weekend,Misty,0.46,0.4545,82.0,0.0896,33,126,159,Rendah,Malam
2806,2011-05-01,Summer,2011,May,19,0,Sunday,Weekend,Misty,0.46,0.4545,84.0,0.1045,47,131,178,Rendah,Malam
2807,2011-05-01,Summer,2011,May,20,0,Sunday,Weekend,Misty,0.46,0.4545,82.0,0.0,35,86,121,Rendah,Malam
2808,2011-05-01,Summer,2011,May,21,0,Sunday,Weekend,Misty,0.46,0.4545,82.0,0.0,23,82,105,Rendah,Malam
2809,2011-05-01,Summer,2011,May,22,0,Sunday,Weekend,Misty,0.46,0.4545,82.0,0.0,32,68,100,Rendah,Malam
2810,2011-05-01,Summer,2011,May,23,0,Sunday,Weekend,Clear,0.46,0.4545,77.0,0.194,64,82,146,Rendah,Malam
2811,2011-05-02,Summer,2011,May,0,0,Monday,Weekday,Clear,0.46,0.4545,72.0,0.1343,68,109,177,Rendah,Dini Hari
2812,2011-05-02,Summer,2011,May,1,0,Monday,Weekday,Clear,0.46,0.4545,72.0,0.1343,41,73,114,Rendah,Dini Hari
2813,2011-05-02,Summer,2011,May,2,0,Monday,Weekday,Misty,0.44,0.4394,77.0,0.2239,16,19,35,Rendah,Dini Hari
2814,2011-05-02,Summer,2011,May,3,0,Monday,Weekday,Clear,0.44,0.4394,77.0,0.1343,9,7,16,Rendah,Dini Hari
2815,2011-05-02,Summer,2011,May,4,0,Monday,Weekday,Clear,0.44,0.4394,77.0,0.1642,9,8,17,Rendah,Dini Hari
2816,2011-05-02,Summer,2011,May,5,0,Monday,Weekday,Misty,0.44,0.4394,77.0,0.1343,4,16,20,Rendah,Dini Hari
2817,2011-05-02,Summer,2011,May,6,0,Monday,Weekday,Clear,0.44,0.4394,88.0,0.1045,3,59,62,Rendah,Pagi
2818,2011-05-02,Summer,2011,May,7,0,Monday,Weekday,Misty,0.46,0.4545,82.0,0.3284,16,193,209,Tinggi,Pagi
2819,2011-05-02,Summer,2011,May,8,0,Monday,Weekday,Misty,0.48,0.4697,77.0,0.2239,21,350,371,Tinggi,Pagi
2820,2011-05-02,Summer,2011,May,9,0,Monday,Weekday,Misty,0.5,0.4848,77.0,0.2836,41,131,172,Rendah,Pagi
2821,2011-05-02,Summer,2011,May,10,0,Monday,Weekday,Misty,0.54,0.5152,77.0,0.2239,31,77,108,Rendah,Pagi
2822,2011-05-02,Summer,2011,May,11,0,Monday,Weekday,Clear,0.58,0.5455,73.0,0.2985,34,96,130,Rendah,Pagi
2823,2011-05-02,Summer,2011,May,12,0,Monday,Weekday,Clear,0.62,0.6061,69.0,0.2239,40,147,187,Rendah,Siang
2824,2011-05-02,Summer,2011,May,13,0,Monday,Weekday,Misty,0.62,0.6061,69.0,0.194,51,119,170,Rendah,Siang
2825,2011-05-02,Summer,2011,May,14,0,Monday,Weekday,Clear,0.64,0.6061,69.0,0.2239,48,133,181,Rendah,Siang
2826,2011-05-02,Summer,2011,May,15,0,Monday,Weekday,Clear,0.66,0.6212,61.0,0.194,45,110,155,Rendah,Siang
2827,2011-05-02,Summer,2011,May,16,0,Monday,Weekday,Clear,0.66,0.6212,61.0,0.2239,49,220,269,Tinggi,Siang
2828,2011-05-02,Summer,2011,May,17,0,Monday,Weekday,Clear,0.66,0.6212,65.0,0.194,65,472,537,Tinggi,Siang
2829,2011-05-02,Summer,2011,May,18,0,Monday,Weekday,Misty,0.64,0.6061,65.0,0.194,68,450,518,Tinggi,Malam
2830,2011-05-02,Summer,2011,May,19,0,Monday,Weekday,Misty,0.62,0.6061,69.0,0.1343,46,268,314,Tinggi,Malam
2831,2011-05-02,Summer,2011,May,20,0,Monday,Weekday,Misty,0.62,0.6061,69.0,0.1343,44,174,218,Tinggi,Malam
2832,2011-05-02,Summer,2011,May,21,0,Monday,Weekday,Misty,0.6,0.5909,73.0,0.1045,54,178,232,Tinggi,Malam
2833,2011-05-02,Summer,2011,May,22,0,Monday,Weekday,Misty,0.6,0.5909,73.0,0.0,28,97,125,Rendah,Malam
2834,2011-05-02,Summer,2011,May,23,0,Monday,Weekday,Misty,0.56,0.5303,83.0,0.194,16,48,64,Rendah,Malam
2835,2011-05-03,Summer,2011,May,0,0,Tuesday,Weekday,Misty,0.56,0.5303,83.0,0.2239,0,16,16,Rendah,Dini Hari
2836,2011-05-03,Summer,2011,May,1,0,Tuesday,Weekday,Misty,0.56,0.5303,78.0,0.2537,0,14,14,Rendah,Dini Hari
2837,2011-05-03,Summer,2011,May,2,0,Tuesday,Weekday,Misty,0.56,0.5303,78.0,0.2537,0,5,5,Rendah,Dini Hari
2838,2011-05-03,Summer,2011,May,3,0,Tuesday,Weekday,Clear,0.54,0.5152,83.0,0.2836,0,2,2,Rendah,Dini Hari
2839,2011-05-03,Summer,2011,May,4,0,Tuesday,Weekday,Clear,0.52,0.5,88.0,0.2239,3,1,4,Rendah,Dini Hari
2840,2011-05-03,Summer,2011,May,5,0,Tuesday,Weekday,Clear,0.52,0.5,88.0,0.1343,0,14,14,Rendah,Dini Hari
2841,2011-05-03,Summer,2011,May,6,0,Tuesday,Weekday,Misty,0.52,0.5,94.0,0.1642,7,102,109,Rendah,Pagi
2842,2011-05-03,Summer,2011,May,7,0,Tuesday,Weekday,Misty,0.54,0.5152,88.0,0.2239,17,248,265,Tinggi,Pagi
2843,2011-05-03,Summer,2011,May,8,0,Tuesday,Weekday,Misty,0.56,0.5303,83.0,0.2836,24,435,459,Tinggi,Pagi
2844,2011-05-03,Summer,2011,May,9,0,Tuesday,Weekday,Misty,0.6,0.5758,78.0,0.3582,29,157,186,Rendah,Pagi
2845,2011-05-03,Summer,2011,May,10,0,Tuesday,Weekday,Misty,0.64,0.6061,69.0,0.3582,36,91,127,Rendah,Pagi
2846,2011-05-03,Summer,2011,May,11,0,Tuesday,Weekday,Misty,0.66,0.6212,65.0,0.3284,20,120,140,Rendah,Pagi
2847,2011-05-03,Summer,2011,May,12,0,Tuesday,Weekday,Misty,0.68,0.6364,61.0,0.4925,48,169,217,Tinggi,Siang
2848,2011-05-03,Summer,2011,May,13,0,Tuesday,Weekday,Misty,0.7,0.6515,57.99999999999999,0.6119,50,144,194,Tinggi,Siang
2849,2011-05-03,Summer,2011,May,14,0,Tuesday,Weekday,Misty,0.7,0.6515,57.99999999999999,0.5224,36,122,158,Rendah,Siang
2850,2011-05-03,Summer,2011,May,15,0,Tuesday,Weekday,Misty,0.7,0.6515,57.99999999999999,0.4478,37,117,154,Rendah,Siang
2851,2011-05-03,Summer,2011,May,16,0,Tuesday,Weekday,Clear,0.72,0.6667,54.0,0.4627,46,225,271,Tinggi,Siang
2852,2011-05-03,Summer,2011,May,17,0,Tuesday,Weekday,Clear,0.7,0.6515,54.0,0.4627,53,464,517,Tinggi,Siang
2853,2011-05-03,Summer,2011,May,18,0,Tuesday,Weekday,Clear,0.7,0.6515,48.0,0.4179,59,485,544,Tinggi,Malam
2854,2011-05-03,Summer,2011,May,19,0,Tuesday,Weekday,Clear,0.68,0.6364,56.99999999999999,0.3582,42,323,365,Tinggi,Malam
2855,2011-05-03,Summer,2011,May,20,0,Tuesday,Weekday,Clear,0.66,0.6212,61.0,0.194,28,262,290,Tinggi,Malam
2856,2011-05-03,Summer,2011,May,21,0,Tuesday,Weekday,Misty,0.64,0.6212,61.0,0.4478,42,183,225,Tinggi,Malam
2857,2011-05-03,Summer,2011,May,22,0,Tuesday,Weekday,Misty,0.58,0.5455,60.0,0.3881,14,99,113,Rendah,Malam
2858,2011-05-03,Summer,2011,May,23,0,Tuesday,Weekday,Misty,0.56,0.5303,68.0,0.3284,12,50,62,Rendah,Malam
2859,2011-05-04,Summer,2011,May,0,0,Wednesday,Weekday,Light_rainsnow,0.52,0.5,77.0,0.1642,5,22,27,Rendah,Dini Hari
2860,2011-05-04,Summer,2011,May,1,0,Wednesday,Weekday,Light_rainsnow,0.5,0.4848,82.0,0.2836,1,6,7,Rendah,Dini Hari
2861,2011-05-04,Summer,2011,May,2,0,Wednesday,Weekday,Light_rainsnow,0.5,0.4848,82.0,0.2836,0,4,4,Rendah,Dini Hari
2862,2011-05-04,Summer,2011,May,3,0,Wednesday,Weekday,Light_rainsnow,0.42,0.4242,88.0,0.5224,0,1,1,Rendah,Dini Hari
2863,2011-05-04,Summer,2011,May,4,0,Wednesday,Weekday,Light_rainsnow,0.38,0.3939,94.0,0.3284,1,2,3,Rendah,Dini Hari
2864,2011-05-04,Summer,2011,May,5,0,Wednesday,Weekday,Light_rainsnow,0.36,0.3333,87.0,0.3284,1,8,9,Rendah,Dini Hari
2865,2011-05-04,Summer,2011,May,6,0,Wednesday,Weekday,Light_rainsnow,0.34,0.303,93.0,0.3881,0,21,21,Rendah,Pagi
2866,2011-05-04,Summer,2011,May,7,0,Wednesday,Weekday,Light_rainsnow,0.34,0.303,93.0,0.3582,6,46,52,Rendah,Pagi
2867,2011-05-04,Summer,2011,May,8,0,Wednesday,Weekday,Light_rainsnow,0.34,0.303,93.0,0.3881,5,74,79,Rendah,Pagi
2868,2011-05-04,Summer,2011,May,9,0,Wednesday,Weekday,Light_rainsnow,0.34,0.303,93.0,0.3582,5,35,40,Rendah,Pagi
2869,2011-05-04,Summer,2011,May,10,0,Wednesday,Weekday,Misty,0.34,0.3182,93.0,0.2836,5,26,31,Rendah,Pagi
2870,2011-05-04,Summer,2011,May,11,0,Wednesday,Weekday,Clear,0.4,0.4091,82.0,0.3284,3,69,72,Rendah,Pagi
2871,2011-05-04,Summer,2011,May,12,0,Wednesday,Weekday,Misty,0.44,0.4394,62.0,0.3582,19,105,124,Rendah,Siang
2872,2011-05-04,Summer,2011,May,13,0,Wednesday,Weekday,Misty,0.46,0.4545,59.0,0.4478,15,128,143,Rendah,Siang
2873,2011-05-04,Summer,2011,May,14,0,Wednesday,Weekday,Clear,0.5,0.4848,51.0,0.3881,13,94,107,Rendah,Siang
2874,2011-05-04,Summer,2011,May,15,0,Wednesday,Weekday,Clear,0.48,0.4697,51.0,0.4179,22,107,129,Rendah,Siang
2875,2011-05-04,Summer,2011,May,16,0,Wednesday,Weekday,Clear,0.5,0.4848,45.0,0.4627,22,173,195,Tinggi,Siang
2876,2011-05-04,Summer,2011,May,17,0,Wednesday,Weekday,Clear,0.4,0.4091,71.0,0.2537,22,388,410,Tinggi,Siang
2877,2011-05-04,Summer,2011,May,18,0,Wednesday,Weekday,Clear,0.42,0.4242,67.0,0.2537,29,367,396,Tinggi,Malam
2878,2011-05-04,Summer,2011,May,19,0,Wednesday,Weekday,Clear,0.42,0.4242,57.99999999999999,0.3582,30,266,296,Tinggi,Malam
2879,2011-05-04,Summer,2011,May,20,0,Wednesday,Weekday,Clear,0.4,0.4091,62.0,0.3284,17,174,191,Tinggi,Malam
2880,2011-05-04,Summer,2011,May,21,0,Wednesday,Weekday,Clear,0.4,0.4091,62.0,0.1642,17,133,150,Rendah,Malam
2881,2011-05-04,Summer,2011,May,22,0,Wednesday,Weekday,Clear,0.38,0.3939,62.0,0.2239,9,80,89,Rendah,Malam
2882,2011-05-04,Summer,2011,May,23,0,Wednesday,Weekday,Clear,0.36,0.3485,62.0,0.2239,8,49,57,Rendah,Malam
2883,2011-05-05,Summer,2011,May,0,0,Thursday,Weekday,Clear,0.36,0.3485,66.0,0.194,4,23,27,Rendah,Dini Hari
2884,2011-05-05,Summer,2011,May,1,0,Thursday,Weekday,Clear,0.34,0.3333,71.0,0.194,4,6,10,Rendah,Dini Hari
2885,2011-05-05,Summer,2011,May,2,0,Thursday,Weekday,Clear,0.34,0.3182,66.0,0.2239,1,4,5,Rendah,Dini Hari
2886,2011-05-05,Summer,2011,May,3,0,Thursday,Weekday,Clear,0.34,0.3182,66.0,0.2537,0,4,4,Rendah,Dini Hari
2887,2011-05-05,Summer,2011,May,4,0,Thursday,Weekday,Clear,0.34,0.3182,66.0,0.2537,4,3,7,Rendah,Dini Hari
2888,2011-05-05,Summer,2011,May,5,0,Thursday,Weekday,Clear,0.34,0.3182,66.0,0.2537,1,29,30,Rendah,Dini Hari
2889,2011-05-05,Summer,2011,May,6,0,Thursday,Weekday,Clear,0.34,0.3182,66.0,0.2537,3,86,89,Rendah,Pagi
2890,2011-05-05,Summer,2011,May,7,0,Thursday,Weekday,Clear,0.38,0.3939,57.99999999999999,0.2537,16,255,271,Tinggi,Pagi
2891,2011-05-05,Summer,2011,May,8,0,Thursday,Weekday,Clear,0.42,0.4242,50.0,0.2537,25,415,440,Tinggi,Pagi
2892,2011-05-05,Summer,2011,May,9,0,Thursday,Weekday,Clear,0.46,0.4545,44.0,0.2836,20,164,184,Rendah,Pagi
2893,2011-05-05,Summer,2011,May,10,0,Thursday,Weekday,Clear,0.5,0.4848,39.0,0.2836,30,98,128,Rendah,Pagi
2894,2011-05-05,Summer,2011,May,11,0,Thursday,Weekday,Clear,0.52,0.5,36.0,0.4478,43,105,148,Rendah,Pagi
2895,2011-05-05,Summer,2011,May,12,0,Thursday,Weekday,Clear,0.52,0.5,34.0,0.3582,27,169,196,Tinggi,Siang
2896,2011-05-05,Summer,2011,May,13,0,Thursday,Weekday,Clear,0.54,0.5152,30.0,0.5821,50,142,192,Tinggi,Siang
2897,2011-05-05,Summer,2011,May,14,0,Thursday,Weekday,Clear,0.54,0.5152,28.000000000000004,0.4478,19,135,154,Rendah,Siang
2898,2011-05-05,Summer,2011,May,15,0,Thursday,Weekday,Clear,0.56,0.5303,26.0,0.4925,27,120,147,Rendah,Siang
2899,2011-05-05,Summer,2011,May,16,0,Thursday,Weekday,Clear,0.58,0.5455,24.0,0.4179,36,233,269,Tinggi,Siang
2900,2011-05-05,Summer,2011,May,17,0,Thursday,Weekday,Clear,0.56,0.5303,26.0,0.3881,66,467,533,Tinggi,Siang
2901,2011-05-05,Summer,2011,May,18,0,Thursday,Weekday,Clear,0.56,0.5303,26.0,0.2836,64,456,520,Tinggi,Malam
2902,2011-05-05,Summer,2011,May,19,0,Thursday,Weekday,Clear,0.54,0.5152,28.000000000000004,0.2239,56,305,361,Tinggi,Malam
2903,2011-05-05,Summer,2011,May,20,0,Thursday,Weekday,Clear,0.5,0.4848,34.0,0.1642,33,225,258,Tinggi,Malam
2904,2011-05-05,Summer,2011,May,21,0,Thursday,Weekday,Clear,0.5,0.4848,36.0,0.194,39,141,180,Rendah,Malam
2905,2011-05-05,Summer,2011,May,22,0,Thursday,Weekday,Clear,0.48,0.4697,39.0,0.194,30,135,165,Rendah,Malam
2906,2011-05-05,Summer,2011,May,23,0,Thursday,Weekday,Clear,0.46,0.4545,41.0,0.194,16,99,115,Rendah,Malam
2907,2011-05-06,Summer,2011,May,0,0,Friday,Weekday,Clear,0.44,0.4394,44.0,0.1642,13,43,56,Rendah,Dini Hari
2908,2011-05-06,Summer,2011,May,1,0,Friday,Weekday,Clear,0.4,0.4091,62.0,0.1642,8,24,32,Rendah,Dini Hari
2909,2011-05-06,Summer,2011,May,2,0,Friday,Weekday,Clear,0.38,0.3939,62.0,0.1045,1,15,16,Rendah,Dini Hari
2910,2011-05-06,Summer,2011,May,3,0,Friday,Weekday,Clear,0.36,0.3636,71.0,0.1045,3,6,9,Rendah,Dini Hari
2911,2011-05-06,Summer,2011,May,4,0,Friday,Weekday,Clear,0.36,0.3636,71.0,0.1045,0,1,1,Rendah,Dini Hari
2912,2011-05-06,Summer,2011,May,5,0,Friday,Weekday,Clear,0.34,0.3485,81.0,0.1045,0,16,16,Rendah,Dini Hari
2913,2011-05-06,Summer,2011,May,6,0,Friday,Weekday,Clear,0.36,0.3636,81.0,0.0896,8,74,82,Rendah,Pagi
2914,2011-05-06,Summer,2011,May,7,0,Friday,Weekday,Clear,0.4,0.4091,82.0,0.0,20,202,222,Tinggi,Pagi
2915,2011-05-06,Summer,2011,May,8,0,Friday,Weekday,Clear,0.42,0.4242,77.0,0.2537,35,415,450,Tinggi,Pagi
2916,2011-05-06,Summer,2011,May,9,0,Friday,Weekday,Clear,0.46,0.4545,67.0,0.2836,27,161,188,Rendah,Pagi
2917,2011-05-06,Summer,2011,May,10,0,Friday,Weekday,Misty,0.54,0.5152,49.0,0.3284,30,97,127,Rendah,Pagi
2918,2011-05-06,Summer,2011,May,11,0,Friday,Weekday,Misty,0.54,0.5152,49.0,0.3284,42,123,165,Rendah,Pagi
2919,2011-05-06,Summer,2011,May,12,0,Friday,Weekday,Clear,0.56,0.5303,49.0,0.3582,48,198,246,Tinggi,Siang
2920,2011-05-06,Summer,2011,May,13,0,Friday,Weekday,Clear,0.58,0.5455,40.0,0.3284,71,182,253,Tinggi,Siang
2921,2011-05-06,Summer,2011,May,14,0,Friday,Weekday,Clear,0.6,0.6212,40.0,0.4478,86,127,213,Tinggi,Siang
2922,2011-05-06,Summer,2011,May,15,0,Friday,Weekday,Clear,0.6,0.6212,38.0,0.3881,89,171,260,Tinggi,Siang
2923,2011-05-06,Summer,2011,May,16,0,Friday,Weekday,Clear,0.6,0.6212,40.0,0.2537,82,262,344,Tinggi,Siang
2924,2011-05-06,Summer,2011,May,17,0,Friday,Weekday,Clear,0.58,0.5455,40.0,0.3582,83,470,553,Tinggi,Siang
2925,2011-05-06,Summer,2011,May,18,0,Friday,Weekday,Light_rainsnow,0.54,0.5152,52.0,0.3582,85,385,470,Tinggi,Malam
2926,2011-05-06,Summer,2011,May,19,0,Friday,Weekday,Light_rainsnow,0.54,0.5152,52.0,0.3582,39,253,292,Tinggi,Malam
2927,2011-05-06,Summer,2011,May,20,0,Friday,Weekday,Clear,0.52,0.5,48.0,0.1045,29,161,190,Tinggi,Malam
2928,2011-05-06,Summer,2011,May,21,0,Friday,Weekday,Clear,0.48,0.4697,67.0,0.1343,22,130,152,Rendah,Malam
2929,2011-05-06,Summer,2011,May,22,0,Friday,Weekday,Clear,0.46,0.4545,72.0,0.2239,46,105,151,Rendah,Malam
2930,2011-05-06,Summer,2011,May,23,0,Friday,Weekday,Clear,0.44,0.4394,82.0,0.1343,27,93,120,Rendah,Malam
2931,2011-05-07,Summer,2011,May,0,0,Saturday,Weekend,Clear,0.42,0.4242,82.0,0.1343,10,76,86,Rendah,Dini Hari
2932,2011-05-07,Summer,2011,May,1,0,Saturday,Weekend,Clear,0.42,0.4242,82.0,0.1045,8,50,58,Rendah,Dini Hari
2933,2011-05-07,Summer,2011,May,2,0,Saturday,Weekend,Clear,0.42,0.4242,82.0,0.0896,5,47,52,Rendah,Dini Hari
2934,2011-05-07,Summer,2011,May,3,0,Saturday,Weekend,Clear,0.42,0.4242,77.0,0.0896,9,9,18,Rendah,Dini Hari
2935,2011-05-07,Summer,2011,May,4,0,Saturday,Weekend,Clear,0.4,0.4091,82.0,0.1045,1,4,5,Rendah,Dini Hari
2936,2011-05-07,Summer,2011,May,5,0,Saturday,Weekend,Clear,0.46,0.4545,59.0,0.1343,4,3,7,Rendah,Dini Hari
2937,2011-05-07,Summer,2011,May,6,0,Saturday,Weekend,Clear,0.42,0.4242,77.0,0.0896,1,12,13,Rendah,Pagi
2938,2011-05-07,Summer,2011,May,7,0,Saturday,Weekend,Clear,0.48,0.4697,59.0,0.0,8,32,40,Rendah,Pagi
2939,2011-05-07,Summer,2011,May,8,0,Saturday,Weekend,Clear,0.52,0.5,52.0,0.194,19,96,115,Rendah,Pagi
2940,2011-05-07,Summer,2011,May,9,0,Saturday,Weekend,Clear,0.54,0.5152,49.0,0.2836,54,164,218,Tinggi,Pagi
2941,2011-05-07,Summer,2011,May,10,0,Saturday,Weekend,Clear,0.56,0.5303,49.0,0.2985,90,208,298,Tinggi,Pagi
2942,2011-05-07,Summer,2011,May,11,0,Saturday,Weekend,Clear,0.56,0.5303,43.0,0.0,132,215,347,Tinggi,Pagi
2943,2011-05-07,Summer,2011,May,12,0,Saturday,Weekend,Clear,0.6,0.6212,40.0,0.194,129,244,373,Tinggi,Siang
2944,2011-05-07,Summer,2011,May,13,0,Saturday,Weekend,Clear,0.6,0.6212,35.0,0.2836,196,240,436,Tinggi,Siang
2945,2011-05-07,Summer,2011,May,14,0,Saturday,Weekend,Light_rainsnow,0.6,0.6212,35.0,0.1642,143,235,378,Tinggi,Siang
2946,2011-05-07,Summer,2011,May,15,0,Saturday,Weekend,Clear,0.6,0.6212,38.0,0.2537,148,230,378,Tinggi,Siang
2947,2011-05-07,Summer,2011,May,16,0,Saturday,Weekend,Clear,0.6,0.6212,38.0,0.194,119,223,342,Tinggi,Siang
2948,2011-05-07,Summer,2011,May,17,0,Saturday,Weekend,Clear,0.58,0.5455,40.0,0.2239,138,216,354,Tinggi,Siang
2949,2011-05-07,Summer,2011,May,18,0,Saturday,Weekend,Clear,0.58,0.5455,37.0,0.1642,114,175,289,Tinggi,Malam
2950,2011-05-07,Summer,2011,May,19,0,Saturday,Weekend,Clear,0.56,0.5303,43.0,0.194,88,179,267,Tinggi,Malam
2951,2011-05-07,Summer,2011,May,20,0,Saturday,Weekend,Clear,0.56,0.5303,43.0,0.1343,82,137,219,Tinggi,Malam
2952,2011-05-07,Summer,2011,May,21,0,Saturday,Weekend,Clear,0.54,0.5152,49.0,0.2239,58,124,182,Rendah,Malam
2953,2011-05-07,Summer,2011,May,22,0,Saturday,Weekend,Clear,0.54,0.5152,49.0,0.194,26,94,120,Rendah,Malam
2954,2011-05-07,Summer,2011,May,23,0,Saturday,Weekend,Clear,0.5,0.4848,59.0,0.1045,30,89,119,Rendah,Malam
